timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,Hostname,IdleTime,Connect
1482520732694,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732694,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732695,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732695,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732696,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732696,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732697,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732698,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732698,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732699,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732700,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732700,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732701,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732702,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732702,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732703,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732704,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732704,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732704,2,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,2,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732707,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
